year,Already Retired or Plan to Retire Within 2 Years,In 3 to 5 Years,More than 5 Years,Undecided,low_95_Already Retired or Plan to Retire Within 2 Years,low_95_In 3 to 5 Years,low_95_More than 5 Years,low_95_Undecided,high_95_Already Retired or Plan to Retire Within 2 Years,high_95_In 3 to 5 Years,high_95_More than 5 Years,high_95_Undecided
2018,8.918,9.058,67.23400000000001,14.791000000000002,8.701562315242242,8.841098235831016,68.04124867137566,14.416090777551096,9.122484891682236,9.26294373792308,66.46961033634943,15.144961034045238
2022,11.523,9.165,60.915,18.397,11.273515943871558,8.87710175621952,61.79726713295871,18.05211516695022,11.754899966563134,9.434106940650127,60.0913661791451,18.719626913641633
